External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Id,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
Netherlands Reference number: 20160169,"Mar 21, 2016","Apr 3, 2016",10070.1,geen adkosten wel meemeten.,Net Cost (Calc Margin),012i0000001EB0nAAG,745933,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjgAAG,Video - Preroll 20s,35-54,
Netherlands Reference number: 20160065,"Feb 1, 2016","Feb 21, 2016",47040,Billboard en Halfpage ad met Twist ideeën op het interessesegment Food en Drink. Een cap van 5 over de 2 formaten. : Food en drink,Net Cost (Calc Margin),012i0000001EB0nAAG,3360000,0,Externally Managed,,14,CPM,,,0063100000fJYjGAAW,Display - Frequency booster,,
Netherlands Reference number: 20160066,"Feb 1, 2016","Feb 21, 2016",18039.04,Mobile swipe cube - swipe to see twist - Time targeting tijdens spits 16-19 uur - 3G en 4G only - breed uitleveren,Net Cost (Calc Margin),012i0000001EB0nAAG,3006507,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYjGAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20160067,"Feb 1, 2016","Feb 21, 2016",16797.8,Postview retargeting - Na 3 contacten met swipe cube CAP 3 (300x250 en 320x240). Aanpassing: per 9 feb na 1 contact met swipe cube retargeten.,Net Cost (Calc Margin),012i0000001EB0nAAG,2799633,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYjGAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20160356,"Jun 20, 2016","Jul 10, 2016",0,MEC-50355-2016-1029 -- 2016.AEGON.HYPOTHEEK.WONEN.0607.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,"70% van de impressies op 20-49 en 30% van de impressies op de Turbine segmenten RealEstate + Finance. Belangrijk hierbij is dat de twee doelgroepen van elkaar ontdubbeld worden, zodat de cap 3 in het geheel over beiden gaat. : Real Estate_Buying/Selling homes & Finance_Credit/Debts & Loans",13.5,CPM,3,Per campaign,0063100000fJYjhAAG,Video - Preroll 20s,20-49,
Netherlands Reference number: 20160357,"Jun 20, 2016","Jul 10, 2016",0,MEC-50355-2016-1029 -- 2016.AEGON.HYPOTHEEK.WONEN.0607.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYjhAAG,Mobile - Video,20-49,
Netherlands Reference number: 20160109,"Feb 15, 2016","Feb 26, 2016",5900.79,Geenstijl en Dumpert excluden. Graag meer druk op de Billboard dan de Halfpage ad. : Entrepreneurs,Net Cost (Calc Margin),012i0000001EB0nAAG,421485,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYjHAAW,Display - Frequency booster,,
Netherlands Reference number: 20160003,"Jan 4, 2016","Feb 7, 2016",41162,"20% van het budget overhouden voor de retargeting op bucket 1,2,3 naar bucket 4,5 in de laatste week.",Net Cost (Calc Margin),012i0000001EB0nAAG,2940156,0,Externally Managed,,14,CPM,,,0063100000fJYjiAAG,Display - Frequency booster,50-65,
Netherlands Reference number: 20160070,"Feb 22, 2016","Mar 4, 2016",14301.24,Geenstjil en dumpert excluden. Appnexus segment 4719888 excluden. We gaan de RTL inzet excluden,Net Cost (Calc Margin),012i0000001EB0nAAG,1059351,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjIAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160095,"Feb 8, 2016","Feb 28, 2016",61553.41,"Creditering van E 23.846,58 vanwege foutieve targeting op 50+. 10% van het budget overhouden voor de laatste 4 dagen (25 feb t/m 28 feb). Gedurende deze periode alleen nog maar retargeten op buckets 1,2 & 3 naar bucket 4/5.",Net Cost (Calc Margin),012i0000001EB0nAAG,4396672,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYjjAAG,Display - Frequency booster,25-35,
Netherlands Reference number: 20160121,"Mar 6, 2016","Mar 12, 2016",7148.51,Dumpert en Geenstijl excluden. Graag wel de campagne op 6 maart vanaf 20:00 uur aanzetten,Net Cost (Calc Margin),012i0000001EB0nAAG,529519,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjJAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160165,"Mar 14, 2016","Apr 3, 2016",14174.6,"25 sec video,doelgroep was oorpsronkelijk 35-49",Net Cost (Calc Margin),012i0000001EB0nAAG,944973,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYjkAAG,Video - Preroll 30s,25-45,
Netherlands Reference number: 20160195,"Mar 14, 2016","Apr 3, 2016",8172.88,2016.ANWB.WEGENWACHT.0304.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,710685,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYjkAAG,Mobile - Video,25-45,
Netherlands Reference number: 20160149,"Mar 10, 2016","Mar 22, 2016",0,Dit is volledig gecrediteerd!!!!    Billboard en Halfpage ad met swipe mogelijkheid+Interessesegment Food & Drink,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYjKAAW,Display - Frequency booster,,
Netherlands Reference number: 20160150,"Mar 22, 2016","Mar 25, 2016",30837.74,"Dumpert en Geenstijl excluden. Mobile swipe cube - swipe voor volgend product+ interessesegment Food, moms en lifestyle context.",Net Cost (Calc Margin),012i0000001EB0nAAG,5139623,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYjKAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20160243,"Apr 18, 2016","May 8, 2016",15511.65,Combi Desktop & Mobile Video. O.b.v. 50% van de impressies op Desktop en 50% van de impressies op Mobile Video (In-app). Een cap van 2 per device,Net Cost (Calc Margin),012i0000001EB0nAAG,1240932,0,Externally Managed,,12.5,CPM,2,Per campaign,0063100000fJYjlAAG,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160171,"Mar 14, 2016","Mar 27, 2016",5815.95,Interesse entrepreneurs AB test proposities en incentive.,Net Cost (Calc Margin),012i0000001EB0nAAG,415425,0,Externally Managed,,14,CPM,5,Per campaign,0063100000fJYjLAAW,Display - Frequency booster,,
Netherlands Reference number: 20160017,"Jan 4, 2016","Jan 17, 2016",20586.57,2016.ETOS.PRIJS.WWW.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjmAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160122,"Mar 13, 2016","Apr 8, 2016",26816,Dumpert en Geenstijl Excluden.,Net Cost (Calc Margin),012i0000001EB0nAAG,1986370,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjMAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160019,"Jan 25, 2016","Feb 7, 2016",20586.57,2016.ETOS.PRIJS.WWW.AVM-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjnAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160186,"Apr 10, 2016","Apr 16, 2016",5388,2016.AH.VIK.AVM-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,399111,0,Externally Managed,,13.5,CPM,2,Per campaign,0063100000fJYjNAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160073,"Feb 22, 2016","Mar 5, 2016",15729.66,2016. OLV Etos prijs 3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1165160,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjoAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160214,"Mar 29, 2016","Apr 18, 2016",2064.85,04-04: Moat pixel wordt meegefired om meer insights te kunnen geven in reporting.,Net Cost (Calc Margin),012i0000001EB0nAAG,344141,0,Externally Managed,,6,CPM,3,Per campaign,0063100000fJYjOAAW,Mobile - Halfpage ad,,
Netherlands Reference number: 20160215,"Mar 29, 2016","Apr 18, 2016",6000,Graag cookiepool opbouwen. Retargeting vindt plaats op basis van de Frequency Booster na het eerste contact. De campagneperiode is verlengd. : Food & Drink,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,,15,CPM,2,Per campaign,0063100000fJYjOAAW,Video - Preroll 30s,,
Netherlands Reference number: 20160216,"Mar 29, 2016","Apr 18, 2016",3360,Retargeting op basis van de Pre-roll inzet. Retargeting met de Frequency Booster vindt plaats na het eerste contact met Pre-roll. De campagneperiode is verlengd.,Net Cost (Calc Margin),012i0000001EB0nAAG,240000,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYjOAAW,Display - Frequency booster,,
Netherlands Reference number: 20160124,"Mar 21, 2016","Apr 2, 2016",17646.78,2016.ETOS.LOY.AVM-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1307169,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjpAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160268,"Apr 25, 2016","May 22, 2016",26145.09,"Campagne moet foutloos verlopen, AH zit er bovenop.",Net Cost (Calc Margin),012i0000001EB0nAAG,1936673,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjPAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160221,"Apr 4, 2016","Apr 15, 2016",19415.7,MEC-98992-2016-0625 -- 2016.ETOS.PRIJS.AVM-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1438200,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjqAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160327,"May 23, 2016","May 28, 2016",6535.31,MEC-98972-2016-1004 -- 2016.AH.WK21.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjQAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160117,"Mar 21, 2016","Apr 24, 2016",15000,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2500000,0,Externally Managed,"Targeting breed op vrouwen channels- denk bijvoorbeeld aan de segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. Enkel in-app uitleveren. 07-04: De cap voor de HPA is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. 13-4: Campagneperiode is verlengd. Graag compensatie inboeken: 500.000 impressies.",6,CPM,3,Per campaign,0063100000fJYjrAAG,Mobile - Halfpage ad,,Female
Netherlands Reference number: 20160118,"Mar 21, 2016","Apr 24, 2016",6578.25,2016.ETOS.LOYALTY.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2631300,0,Externally Managed,"Targeting  breed op vrouwenchannels, denk aan segmenten lifestyle, nieuws en entertainment waar die vrouwenchannels zich in bevinden. 07-04: De HPA cap is aangepast van 5 per maand naar 3 per maand. Waarbij na het 3e contact retargetig plaats vindt vanuit de kleine formaten. De cap voor de kleinere formaten betreft 3-5. Graag compensatie inboeken: 1.000.000 impressies, zie mail d.d. 11 april van Cynthia. 13-4: Campagneperiode is verlengd.",2.5,CPM,5,Per campaign,0063100000fJYjrAAG,Mobile - Standard,,Female
Netherlands Reference number: 20160335,"May 30, 2016","Jun 4, 2016",6535.31,2-6: Cap naar 2 met max van 1 per dag,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjRAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160247,"Apr 25, 2016","May 6, 2016",13039.99,04 mei: Smartphone (web) is geactiveerd voor het Hemelvaart weekend.,Net Cost (Calc Margin),012i0000001EB0nAAG,965925,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjsAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160298,"May 3, 2016","May 6, 2016",1469.45,MEC-98992-2016-0744 -- 2016.ETOS.ACTIE.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,127778,0,Externally Managed,,11.5,CPM,1,Per campaign,0063100000fJYjsAAG,Mobile - Video,20-34,Female
Netherlands Reference number: 20160371,"Jun 6, 2016","Jun 12, 2016",6300.27,2016.AH.WK23.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,466687,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjSAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160296,"May 16, 2016","May 28, 2016",20586.57,MEC-98992-2016-0877 -- 2016.ETOS.ACTIE.VOD-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjtAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160372,"Jun 13, 2016","Jun 18, 2016",6219,MEC-98972-2016-1113 -- 2016.AH.WK24.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,460667,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjTAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160358,"Jun 6, 2016","Jun 12, 2016",10291.79,20 sec spot,Net Cost (Calc Margin),012i0000001EB0nAAG,762355,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjuAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160384,"Jun 20, 2016","Jul 2, 2016",6535.08,MEC-98972-2016-1227 - -2016.AH.WK2526.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484080,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjUAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160385,"Jun 27, 2016","Jul 8, 2016",14008.64,MEC-98992-2016-1222 - -2016.ETOS.PRIJS.WWW.VOD-3.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1037677,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjvAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160418,"Jul 11, 2016","Jul 24, 2016",6535.31,2016.AH.WK2829.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjVAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160403,"Jul 11, 2016","Aug 7, 2016",43200,2016.ETOS.DAGACTIE.ONL-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,7200000,0,Externally Managed,"• We gaan deze campagne zelf doen. Niet Mobpro.                                                                                                                                                                                                                                                              • Doelstelling campagne: Uniek bereik
• Uitlevering: Maandag vanaf 12.00 t/m zaterdag 17.00, iedere week op maandag een nieuwe cube met de aanbiedingen van die week (smartphone only). Dit gebeurt automatisch.
• Looptijd: 4 weken (week 28 t/m 31)
• Formaten: halfpage ad; om hierin de swibe cube te kunnen vertonen. alleen in app
• Uitlevering: grote nieuws-, weer-, entertainment en lifestyle portals 
• sturen op 3-5 contacten per week 

Voor Etos is een eerder campagne via jullie dit jaar helaas niet goed gegaan, dus is het extra belangrijk dat deze wel goed gaat.",6,CPM,,,0063100000fJYjwAAG,Mobile - Halfpage ad,None,
Netherlands Reference number: 20160485,"Jul 25, 2016","Aug 5, 2016",4050,MEC-98972-2016-1472 -- 2016.AH.WK2728.ONL-1.0 - Agriculture,Net Cost (Calc Margin),012i0000001EB0nAAG,300000,0,Externally Managed,"Hoogste prioriteit voor deze campagne! Sturen naar zo hoog mogelijk completion rate. Graag High, Medium, Low separaat opzetten zodat we daarop kunnen rapporteren. Overkoepelende cap van 1 blijft van kracht : Business_Agriculture / Interest / High, Medium en Low",13.5,CPM,1,Per campaign,0063100000fJYjWAAW,Video - Preroll 20s,,
Netherlands Reference number: 20160471,"Aug 22, 2016","Sep 2, 2016",20586.57,MEC-98992-2016-1498 -- 2016.ETOS.PRIJS.WWW.VOD-4.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1524931,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjxAAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160486,"Jul 25, 2016","Aug 5, 2016",6075,MEC-98972-2016-1472 -- 2016.AH.WK2728.ONL-1.0 - Roerbakken,Net Cost (Calc Margin),012i0000001EB0nAAG,450000,0,Externally Managed,"Hoogste prioriteit voor deze campagne! Sturen naar zo hoog mogelijk completion rate. Graag High, Medium, Low separaat opzetten zodat we daarop kunnen rapporteren. Overkoepelende cap van 1 blijft van kracht : Health&Fitness_Healty Cooking / Interest / High, Medium en Low",13.5,CPM,1,Per campaign,0063100000fJYjXAAW,Video - Preroll 20s,,
Netherlands Reference number: 20160204,"Apr 1, 2016","May 8, 2016",25637,Campagne laat een achterstand zien. Hier mag van de planner Mobile aan toegevoegd worden mocht dit nodig zijn. Alleen inzet in STIVA tijdvak tussen 21:00-06:00 uur. 04 mei: Smartphone (web) is geactiveerd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1709133,0,Externally Managed,,15,CPM,3,Per campaign,0063100000fJYjyAAG,Video - Preroll 30s,20-34,Male
Netherlands Reference number: 20160272,"Apr 1, 2016","May 8, 2016",4600,Alleen inzet in het STIVA tijdvak tussen 21:00-06:00 uur,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,,11.5,CPM,3,Per campaign,0063100000fJYjyAAG,Mobile - Video,20-34,Male
Netherlands Reference number: 20160467,"Jul 25, 2016","Aug 6, 2016",13070.62,Desktop only - STIVA tijdvak,Net Cost (Calc Margin),012i0000001EB0nAAG,968194,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjYAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20150766,"Nov 30, 2015","Jan 3, 2016",24754.21,2015.FC.APPELSIENTJE.111201.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1833645,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYjzAAG,Xaxis TV,20-49,Female
Netherlands Reference number: 20160474,"Aug 8, 2016","Aug 13, 2016",6535.31,MEC-98972-2016-1513 -- 2016.AH.WK32.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,484097,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYjZAAW,Video - Preroll 20s,20-49,Female
Netherlands Reference number: 20160008,"Jan 1, 2016","Jan 10, 2016",6342.26,Let op: cap hanteren van 1 per campagne (Project MEC van Esther en Frank).,Net Cost (Calc Margin),012i0000001EB0nAAG,469797,0,Externally Managed,,13.5,CPM,1,Per campaign,0063100000fJYk0AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160007,"Jan 4, 2016","Jan 24, 2016",4996.3,Let op: Offline van 11 tot en met 17 Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,370096,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk1AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160014,"Jan 4, 2016","Jan 24, 2016",11657.75,2016.FC.MONA.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,863537,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk2AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160033,"Jan 11, 2016","Jan 31, 2016",8195,2016.FC.CAMPINA.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,607037,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk3AAG,Video - Preroll 20s,25-55,Female
Netherlands Reference number: 20160010,"Jan 4, 2016","Jan 31, 2016",8024.35,2016.FC.MILNER.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,594396,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk4AAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160015,"Jan 1, 2016","Jan 31, 2016",10075.9,2016.FC.OPTIMEL.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,746363,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk5AAG,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160016,"Jan 11, 2016","Jan 31, 2016",11208.83,2016.FC.VIFIT.01.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,830284,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk6AAG,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160001,"Jan 4, 2016","Jan 22, 2016",35080.06,2016.FC.OPTIMEL.ONLINE-2.0,Net Cost (Calc Margin),012i0000001EB0nAAG,11693352,0,Externally Managed,,3,CPM,,,0063100000fJYk7AAG,Display - Sync,,
Netherlands Reference number: 20160002,"Jan 4, 2016","Feb 7, 2016",90613.25,70% van het aantal impressies uitleveren in contactbuckets 3-5. Retargeting pixels BC plaatsen.,Net Cost (Calc Margin),012i0000001EB0nAAG,6472375,0,Externally Managed,,14,CPM,,,0063100000fJYk7AAG,Display - Frequency booster,20-34,Female
Netherlands Reference number: 20160068,"Feb 1, 2016","Feb 21, 2016",0,"BDS+Kind- 20 sec cap 3, PAUZE van 8 t/m 14feb. Deze order is gecanceled.",Net Cost (Calc Margin),012i0000001EB0nAAG,370096,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk8AAG,Video - Preroll 20s,25-54,Female
Netherlands Reference number: 20160054,"Feb 1, 2016","Feb 21, 2016",11657.75,Doelgroep: boodschappers + kind,Net Cost (Calc Margin),012i0000001EB0nAAG,863537,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYk9AAG,Video - Preroll 20s,25-54,Female
Netherlands Reference number: 20160326,"Jun 6, 2016","Jun 30, 2016",37244.4,MEC-106034-2016-0974 -- 2016.BOL.THEMA.ZOMER.VOD-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2979552,0,Externally Managed,"cap 2 en 1 op dagbasis. Voor de Xaxis inzet willen we graag een cap 1 per device(groep): desktop + tablet web, smartphone en tablet in app  en smartphone web. 50% van de impressies op Desktop en 50% van de impressies Mobile In-app. 100.000 compensatie impressies bij desktop omdat de cap bij start vd campagne verkeerd ingesteld stond.",12.5,CPM,2,Per campaign,0063100000fJYkaAAG,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160063,"Jan 18, 2016","Feb 22, 2016",100151.5,Netto bereik realiseren van 55% in doelgroep. Sturen op 2-3 contacten.,Net Cost (Calc Margin),012i0000001EB0nAAG,7153678,0,Externally Managed,,14,CPM,,,0063100000fJYkAAAW,Display - Frequency booster,20-49,Female
Netherlands Reference number: 20160459,"Aug 15, 2016","Sep 11, 2016",53793.1,CAP 2 per device - gecombineerde index voor Desktop en Mobile,Net Cost (Calc Margin),012i0000001EB0nAAG,4303448,0,Externally Managed,,12.5,CPM,2,Per campaign,0063100000fJYkbAAG,Video - Preroll 20s,20-45,
Netherlands Reference number: 20160055,"Feb 1, 2016","Feb 22, 2016",6975.53,2016.FC.MILNER.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,516706,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkBAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160083,"Feb 15, 2016","Mar 13, 2016",9202.84,GAMMA_OLV_dat vraag ik_week 7-10,Net Cost (Calc Margin),012i0000001EB0nAAG,681692,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkcAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160056,"Feb 1, 2016","Feb 28, 2016",6975.53,2016.FC.OPTIMEL.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,516706,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkCAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160158,"Mar 14, 2016","Mar 19, 2016",4474.66,Doelgroep kan niet verbreed worden en looptijd kan niet langer.,Net Cost (Calc Margin),012i0000001EB0nAAG,331456,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkdAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160159,"Mar 20, 2016","Mar 27, 2016",9645.9,Doelgroep kan niet verbreed worden en looptijd kan niet langer.,Net Cost (Calc Margin),012i0000001EB0nAAG,714511,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkdAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160057,"Feb 8, 2016","Feb 28, 2016",12925.52,2016.FC.VIFIT.02.AVMX-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,957446,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkDAAW,Video - Preroll 20s,20-34,
Netherlands Reference number: 20160111,"Mar 13, 2016","Apr 2, 2016",11923.79,KARWEI_OLV_tuinen_week 11-13_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,883244,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkeAAG,Video - Preroll 20s,25-40,
Netherlands Reference number: 20160053,"Feb 1, 2016","Mar 6, 2016",8531,2016. OLV Campina Merk februari mrt,Net Cost (Calc Margin),012i0000001EB0nAAG,631926,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkEAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160222,"Apr 24, 2016","Apr 26, 2016",6316.35,Doelgroep kan niet verbreed worden.,Net Cost (Calc Margin),012i0000001EB0nAAG,467878,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkfAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160223,"May 1, 2016","May 5, 2016",6038.55,Doelgroep kan niet verbreed worden. 4 mei: Akkoord op test inzet Youtube. En inzet Smartphone (web).,Net Cost (Calc Margin),012i0000001EB0nAAG,447300,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkfAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160151,"Mar 7, 2016","Mar 13, 2016",36619.53,Geenstijl en Dumpert excluden. willen zoveel mogelijk impressies serveren in buckets 2-3 met max 3.  Marge test.,Net Cost (Calc Margin),012i0000001EB0nAAG,2615681,0,Externally Managed,,14,CPM,3,Per campaign,0063100000fJYkFAAW,Display - Frequency booster,25-49,Female
Netherlands Reference number: 20160176,"Apr 17, 2016","May 7, 2016",12699.92,Doelgroep kan niet verbreed worden. 4 mei: Akkoord op test inzet Youtube. En inzet Smartphone (web).,Net Cost (Calc Margin),012i0000001EB0nAAG,940735,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkgAAG,Video - Preroll 20s,25-35,
Netherlands Reference number: 20160058,"Feb 15, 2016","Mar 20, 2016",0,"Dumpert en Geenstijl excluden. LET OP! week 8 en week 10 off-air! Dus alleen week 7,9 en 11 live. Orde is gecanceled.",Net Cost (Calc Margin),012i0000001EB0nAAG,387537,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkGAAW,Video - Preroll 20s,20-34,Female
Netherlands Reference number: 20160236,"May 8, 2016","May 20, 2016",8353.8,Doelgroep kan niet verbreed worden. Uitzenden op 08-05 start om 18:00 uur t/m 15 mei. Vervolgens op 16 mei start om 18:00 uur t/m 20 mei,Net Cost (Calc Margin),012i0000001EB0nAAG,618800,0,Externally Managed,,13.5,CPM,3,Per campaign,0063100000fJYkhAAG,Video - Preroll 20s,25-35,
